Percentage served,Time in ms
0,0.276
1,0.448
2,0.486
3,0.513
4,0.536
5,0.556
6,0.575
7,0.593
8,0.610
9,0.627
10,0.643
11,0.659
12,0.674
13,0.690
14,0.706
15,0.721
16,0.738
17,0.754
18,0.771
19,0.790
20,0.808
21,0.828
22,0.848
23,0.868
24,0.891
25,0.916
26,0.943
27,0.973
28,1.006
29,1.045
30,1.092
31,1.149
32,1.224
33,1.331
34,1.509
35,1.866
36,3.051
37,4.571
38,5.815
39,6.660
40,7.590
41,8.860
42,10.020
43,10.903
44,11.657
45,12.219
46,12.689
47,13.103
48,13.559
49,14.127
50,14.674
51,15.172
52,15.626
53,16.093
54,16.578
55,17.048
56,17.558
57,18.045
58,18.589
59,19.069
60,19.557
61,20.142
62,20.579
63,20.997
64,21.376
65,21.701
66,22.052
67,22.461
68,22.916
69,23.374
70,23.798
71,24.180
72,24.562
73,24.913
74,25.268
75,25.631
76,25.969
77,26.315
78,26.677
79,27.069
80,27.488
81,27.915
82,28.402
83,28.865
84,29.318
85,29.870
86,30.427
87,31.113
88,31.670
89,32.118
90,32.633
91,33.178
92,33.790
93,34.680
94,36.846
95,37.802
96,39.193
97,1008.210
98,1018.175
99,1023.579
100,7295.656
