Percentage served,Time in ms
0,0.777
1,8.941
2,11.295
3,12.351
4,13.158
5,13.727
6,14.092
7,14.346
8,14.549
9,14.708
10,14.843
11,14.959
12,15.062
13,15.153
14,15.231
15,15.307
16,15.376
17,15.436
18,15.492
19,15.545
20,15.595
21,15.642
22,15.688
23,15.734
24,15.780
25,15.823
26,15.865
27,15.906
28,15.946
29,15.988
30,16.029
31,16.070
32,16.113
33,16.157
34,16.200
35,16.247
36,16.296
37,16.347
38,16.398
39,16.453
40,16.506
41,16.567
42,16.633
43,16.704
44,16.779
45,16.860
46,16.945
47,17.038
48,17.129
49,17.219
50,17.305
51,17.385
52,17.464
53,17.533
54,17.600
55,17.668
56,17.728
57,17.785
58,17.842
59,17.895
60,17.947
61,17.998
62,18.046
63,18.091
64,18.137
65,18.182
66,18.229
67,18.276
68,18.321
69,18.369
70,18.415
71,18.464
72,18.514
73,18.565
74,18.617
75,18.678
76,18.736
77,18.802
78,18.877
79,18.960
80,19.057
81,19.159
82,19.279
83,19.402
84,19.531
85,19.664
86,19.792
87,19.915
88,20.041
89,20.163
90,20.294
91,20.435
92,20.613
93,20.830
94,21.072
95,21.324
96,21.605
97,22.067
98,22.789
99,23.812
100,36.229
