Percentage served,Time in ms
0,0.932
1,6.701
2,7.730
3,8.550
4,9.264
5,9.978
6,10.555
7,10.958
8,11.323
9,11.569
10,11.736
11,11.868
12,11.979
13,12.073
14,12.162
15,12.237
16,12.302
17,12.365
18,12.419
19,12.474
20,12.527
21,12.578
22,12.623
23,12.667
24,12.710
25,12.753
26,12.792
27,12.831
28,12.865
29,12.900
30,12.934
31,12.969
32,13.002
33,13.037
34,13.069
35,13.101
36,13.135
37,13.168
38,13.204
39,13.239
40,13.279
41,13.320
42,13.360
43,13.402
44,13.447
45,13.497
46,13.553
47,13.615
48,13.676
49,13.739
50,13.808
51,13.887
52,13.968
53,14.052
54,14.135
55,14.211
56,14.283
57,14.352
58,14.419
59,14.473
60,14.523
61,14.569
62,14.608
63,14.646
64,14.683
65,14.720
66,14.757
67,14.792
68,14.823
69,14.855
70,14.885
71,14.917
72,14.949
73,14.982
74,15.014
75,15.046
76,15.079
77,15.111
78,15.144
79,15.178
80,15.216
81,15.257
82,15.299
83,15.344
84,15.391
85,15.447
86,15.505
87,15.576
88,15.649
89,15.726
90,15.813
91,15.914
92,16.038
93,16.199
94,16.393
95,16.654
96,17.066
97,17.608
98,18.053
99,18.838
100,1021.708
