Percentage served,Time in ms
0,0.248
1,0.356
2,0.382
3,0.400
4,0.416
5,0.429
6,0.441
7,0.453
8,0.464
9,0.475
10,0.487
11,0.497
12,0.508
13,0.519
14,0.530
15,0.542
16,0.554
17,0.566
18,0.579
19,0.592
20,0.606
21,0.622
22,0.639
23,0.657
24,0.676
25,0.696
26,0.721
27,0.747
28,0.777
29,0.809
30,0.846
31,0.888
32,0.939
33,0.998
34,1.080
35,1.205
36,1.488
37,2.286
38,3.159
39,4.599
40,5.361
41,6.210
42,7.329
43,8.106
44,8.702
45,9.226
46,9.872
47,10.668
48,11.778
49,13.052
50,14.020
51,15.187
52,16.111
53,16.893
54,18.297
55,19.688
56,21.292
57,22.608
58,23.483
59,24.101
60,24.583
61,24.989
62,25.296
63,25.570
64,25.821
65,26.070
66,26.341
67,26.609
68,26.906
69,27.194
70,27.476
71,27.778
72,28.059
73,28.300
74,28.506
75,28.685
76,28.854
77,29.041
78,29.243
79,29.455
80,29.661
81,29.904
82,30.176
83,30.490
84,30.874
85,31.304
86,31.809
87,32.222
88,32.518
89,32.821
90,33.135
91,33.468
92,33.897
93,34.355
94,35.127
95,36.946
96,38.921
97,1005.944
98,1017.255
99,1022.652
100,7295.469
