Percentage served,Time in ms
0,1.933
1,9.973
2,12.136
3,13.096
4,13.711
5,14.069
6,14.300
7,14.491
8,14.629
9,14.744
10,14.848
11,14.940
12,15.017
13,15.097
14,15.162
15,15.224
16,15.282
17,15.331
18,15.382
19,15.430
20,15.476
21,15.519
22,15.562
23,15.603
24,15.644
25,15.683
26,15.722
27,15.761
28,15.796
29,15.833
30,15.869
31,15.907
32,15.944
33,15.982
34,16.019
35,16.057
36,16.095
37,16.132
38,16.170
39,16.212
40,16.255
41,16.299
42,16.343
43,16.390
44,16.440
45,16.495
46,16.554
47,16.623
48,16.693
49,16.774
50,16.857
51,16.953
52,17.050
53,17.146
54,17.242
55,17.329
56,17.402
57,17.471
58,17.534
59,17.598
60,17.651
61,17.704
62,17.755
63,17.805
64,17.850
65,17.893
66,17.937
67,17.981
68,18.022
69,18.061
70,18.100
71,18.141
72,18.179
73,18.218
74,18.257
75,18.298
76,18.339
77,18.382
78,18.425
79,18.468
80,18.515
81,18.562
82,18.613
83,18.664
84,18.719
85,18.779
86,18.845
87,18.922
88,19.010
89,19.135
90,19.281
91,19.439
92,19.642
93,19.867
94,20.093
95,20.323
96,20.613
97,20.976
98,21.442
99,22.393
100,28.404
