Percentage served,Time in ms
0,0.227
1,0.393
2,0.422
3,0.444
4,0.461
5,0.476
6,0.491
7,0.504
8,0.516
9,0.528
10,0.539
11,0.550
12,0.561
13,0.573
14,0.584
15,0.596
16,0.607
17,0.619
18,0.631
19,0.644
20,0.658
21,0.672
22,0.687
23,0.703
24,0.720
25,0.739
26,0.759
27,0.781
28,0.807
29,0.835
30,0.867
31,0.904
32,0.951
33,1.007
34,1.083
35,1.184
36,1.348
37,1.657
38,2.329
39,3.546
40,4.318
41,5.219
42,6.372
43,7.670
44,8.964
45,9.940
46,10.842
47,11.726
48,12.976
49,13.998
50,15.025
51,15.757
52,16.369
53,16.971
54,17.772
55,18.296
56,18.703
57,19.089
58,19.441
59,19.764
60,20.128
61,20.499
62,20.955
63,21.457
64,21.885
65,22.216
66,22.477
67,22.717
68,22.952
69,23.194
70,23.439
71,23.710
72,23.990
73,24.281
74,24.583
75,24.874
76,25.200
77,25.543
78,25.881
79,26.200
80,26.510
81,26.810
82,27.107
83,27.405
84,27.677
85,27.968
86,28.298
87,28.659
88,29.097
89,29.738
90,30.329
91,31.038
92,31.666
93,32.316
94,33.034
95,34.169
96,37.032
97,1005.035
98,1017.358
99,1022.627
100,7302.852
