Percentage served,Time in ms
0,2.296
1,11.840
2,13.171
3,13.762
4,14.297
5,14.580
6,14.808
7,15.030
8,15.214
9,15.374
10,15.522
11,15.649
12,15.767
13,15.880
14,15.965
15,16.045
16,16.123
17,16.202
18,16.272
19,16.341
20,16.408
21,16.469
22,16.528
23,16.584
24,16.638
25,16.689
26,16.738
27,16.782
28,16.825
29,16.867
30,16.908
31,16.952
32,16.992
33,17.035
34,17.080
35,17.120
36,17.160
37,17.201
38,17.242
39,17.282
40,17.323
41,17.364
42,17.404
43,17.441
44,17.478
45,17.518
46,17.557
47,17.594
48,17.629
49,17.667
50,17.706
51,17.750
52,17.788
53,17.827
54,17.868
55,17.908
56,17.954
57,17.998
58,18.041
59,18.084
60,18.124
61,18.165
62,18.209
63,18.256
64,18.305
65,18.355
66,18.408
67,18.462
68,18.518
69,18.573
70,18.636
71,18.703
72,18.768
73,18.841
74,18.919
75,19.008
76,19.108
77,19.212
78,19.332
79,19.471
80,19.615
81,19.762
82,19.923
83,20.079
84,20.226
85,20.372
86,20.514
87,20.645
88,20.773
89,20.910
90,21.046
91,21.192
92,21.369
93,21.564
94,21.749
95,21.965
96,22.229
97,22.549
98,22.948
99,23.768
100,31.142
