Percentage served,Time in ms
0,7.003
1,23.161
2,24.882
3,25.435
4,25.752
5,26.031
6,26.259
7,26.460
8,26.634
9,26.789
10,26.915
11,27.025
12,27.123
13,27.214
14,27.302
15,27.386
16,27.469
17,27.546
18,27.622
19,27.692
20,27.762
21,27.825
22,27.889
23,27.951
24,28.009
25,28.065
26,28.122
27,28.180
28,28.234
29,28.290
30,28.342
31,28.396
32,28.448
33,28.498
34,28.547
35,28.600
36,28.651
37,28.704
38,28.759
39,28.813
40,28.866
41,28.921
42,28.978
43,29.031
44,29.088
45,29.148
46,29.206
47,29.268
48,29.325
49,29.387
50,29.452
51,29.516
52,29.582
53,29.649
54,29.717
55,29.789
56,29.859
57,29.933
58,30.007
59,30.081
60,30.161
61,30.239
62,30.316
63,30.398
64,30.482
65,30.568
66,30.655
67,30.744
68,30.836
69,30.931
70,31.030
71,31.136
72,31.239
73,31.349
74,31.463
75,31.579
76,31.693
77,31.830
78,31.969
79,32.127
80,32.287
81,32.458
82,32.628
83,32.802
84,32.982
85,33.174
86,33.378
87,33.590
88,33.847
89,34.204
90,34.626
91,35.151
92,35.786
93,36.583
94,37.455
95,38.458
96,39.924
97,41.472
98,43.827
99,1025.986
100,3063.990
