Percentage served,Time in ms
0,1.303
1,7.117
2,8.334
3,9.192
4,9.959
5,10.582
6,11.150
7,11.634
8,12.023
9,12.361
10,12.677
11,12.952
12,13.159
13,13.336
14,13.487
15,13.615
16,13.722
17,13.816
18,13.900
19,13.977
20,14.046
21,14.112
22,14.171
23,14.231
24,14.283
25,14.336
26,14.386
27,14.430
28,14.475
29,14.515
30,14.553
31,14.589
32,14.627
33,14.663
34,14.698
35,14.732
36,14.765
37,14.801
38,14.835
39,14.868
40,14.905
41,14.941
42,14.976
43,15.013
44,15.049
45,15.087
46,15.127
47,15.170
48,15.214
49,15.263
50,15.311
51,15.362
52,15.425
53,15.492
54,15.568
55,15.653
56,15.752
57,15.852
58,15.948
59,16.041
60,16.119
61,16.193
62,16.257
63,16.314
64,16.370
65,16.422
66,16.470
67,16.514
68,16.558
69,16.597
70,16.637
71,16.678
72,16.716
73,16.752
74,16.792
75,16.828
76,16.867
77,16.907
78,16.947
79,16.988
80,17.029
81,17.070
82,17.114
83,17.163
84,17.217
85,17.272
86,17.333
87,17.399
88,17.467
89,17.548
90,17.644
91,17.760
92,17.916
93,18.136
94,18.581
95,19.104
96,19.542
97,20.054
98,20.877
99,22.056
100,28.601
