Percentage served,Time in ms
0,11.919
1,16.635
2,17.316
3,17.704
4,17.988
5,18.216
6,18.404
7,18.559
8,18.705
9,18.834
10,18.949
11,19.056
12,19.159
13,19.250
14,19.340
15,19.428
16,19.511
17,19.597
18,19.683
19,19.771
20,19.853
21,19.935
22,20.016
23,20.099
24,20.178
25,20.259
26,20.339
27,20.414
28,20.491
29,20.565
30,20.641
31,20.715
32,20.788
33,20.861
34,20.930
35,21.000
36,21.068
37,21.136
38,21.201
39,21.263
40,21.324
41,21.384
42,21.439
43,21.495
44,21.550
45,21.601
46,21.652
47,21.709
48,21.763
49,21.819
50,21.870
51,21.925
52,21.978
53,22.032
54,22.089
55,22.143
56,22.202
57,22.259
58,22.315
59,22.375
60,22.432
61,22.490
62,22.548
63,22.611
64,22.674
65,22.738
66,22.801
67,22.866
68,22.930
69,22.996
70,23.062
71,23.134
72,23.207
73,23.286
74,23.365
75,23.445
76,23.541
77,23.639
78,23.744
79,23.848
80,23.959
81,24.070
82,24.207
83,24.351
84,24.497
85,24.649
86,24.799
87,24.955
88,25.124
89,25.301
90,25.487
91,25.694
92,25.944
93,26.231
94,26.582
95,27.093
96,27.634
97,28.188
98,28.774
99,29.939
100,70.878
