Percentage served,Time in ms
0,0.678
1,14.614
2,20.711
3,24.582
4,26.486
5,27.814
6,28.812
7,29.599
8,30.299
9,30.958
10,31.497
11,31.951
12,32.371
13,32.739
14,33.060
15,33.359
16,33.623
17,33.895
18,34.131
19,34.355
20,34.566
21,34.759
22,34.952
23,35.127
24,35.305
25,35.468
26,35.626
27,35.778
28,35.925
29,36.076
30,36.218
31,36.354
32,36.493
33,36.638
34,36.776
35,36.911
36,37.036
37,37.163
38,37.283
39,37.401
40,37.521
41,37.646
42,37.774
43,37.899
44,38.018
45,38.136
46,38.250
47,38.368
48,38.485
49,38.604
50,38.725
51,38.845
52,38.966
53,39.093
54,39.218
55,39.346
56,39.476
57,39.608
58,39.739
59,39.874
60,40.008
61,40.145
62,40.277
63,40.415
64,40.568
65,40.720
66,40.871
67,41.021
68,41.168
69,41.316
70,41.460
71,41.619
72,41.788
73,41.949
74,42.110
75,42.270
76,42.427
77,42.586
78,42.749
79,42.907
80,43.082
81,43.272
82,43.482
83,43.701
84,43.907
85,44.115
86,44.335
87,44.580
88,44.849
89,45.099
90,45.381
91,45.727
92,46.119
93,46.580
94,47.110
95,47.656
96,48.182
97,48.803
98,49.767
99,51.315
100,1068.458
