Percentage served,Time in ms
0,0.842
1,10.377
2,12.590
3,14.320
4,15.671
5,16.592
6,17.498
7,18.410
8,19.263
9,20.058
10,20.916
11,21.634
12,22.256
13,22.747
14,23.157
15,23.504
16,23.836
17,24.120
18,24.392
19,24.644
20,24.871
21,25.104
22,25.323
23,25.546
24,25.758
25,25.964
26,26.184
27,26.400
28,26.596
29,26.782
30,26.951
31,27.109
32,27.247
33,27.390
34,27.536
35,27.677
36,27.805
37,27.935
38,28.062
39,28.189
40,28.313
41,28.432
42,28.548
43,28.665
44,28.779
45,28.901
46,29.018
47,29.128
48,29.236
49,29.341
50,29.455
51,29.570
52,29.686
53,29.803
54,29.923
55,30.042
56,30.163
57,30.293
58,30.439
59,30.583
60,30.726
61,30.871
62,31.012
63,31.143
64,31.269
65,31.385
66,31.504
67,31.624
68,31.742
69,31.862
70,31.982
71,32.106
72,32.236
73,32.371
74,32.519
75,32.672
76,32.828
77,32.988
78,33.135
79,33.301
80,33.461
81,33.632
82,33.808
83,33.996
84,34.224
85,34.487
86,34.780
87,35.109
88,35.419
89,35.731
90,36.015
91,36.276
92,36.511
93,36.750
94,37.032
95,37.410
96,37.950
97,38.704
98,40.383
99,42.644
100,1073.983
