Percentage served,Time in ms
0,21.535
1,34.777
2,35.870
3,36.627
4,37.185
5,37.649
6,38.025
7,38.337
8,38.627
9,38.897
10,39.148
11,39.358
12,39.541
13,39.724
14,39.894
15,40.061
16,40.216
17,40.365
18,40.525
19,40.670
20,40.822
21,40.969
22,41.112
23,41.247
24,41.385
25,41.513
26,41.635
27,41.761
28,41.889
29,42.013
30,42.146
31,42.275
32,42.408
33,42.548
34,42.690
35,42.828
36,42.969
37,43.110
38,43.245
39,43.383
40,43.525
41,43.657
42,43.793
43,43.926
44,44.060
45,44.201
46,44.339
47,44.490
48,44.642
49,44.788
50,44.930
51,45.062
52,45.205
53,45.334
54,45.458
55,45.580
56,45.695
57,45.812
58,45.933
59,46.052
60,46.166
61,46.279
62,46.385
63,46.488
64,46.588
65,46.694
66,46.801
67,46.913
68,47.023
69,47.133
70,47.243
71,47.345
72,47.457
73,47.567
74,47.683
75,47.796
76,47.913
77,48.035
78,48.161
79,48.303
80,48.444
81,48.594
82,48.757
83,48.937
84,49.121
85,49.336
86,49.568
87,49.851
88,50.174
89,50.539
90,50.901
91,51.253
92,51.681
93,52.174
94,52.907
95,53.677
96,54.825
97,55.931
98,57.059
99,58.644
100,69.102
