Percentage served,Time in ms
0,0.531
1,5.380
2,6.682
3,7.495
4,8.030
5,8.528
6,9.073
7,9.781
8,10.534
9,11.068
10,11.430
11,11.703
12,11.903
13,12.055
14,12.188
15,12.308
16,12.420
17,12.527
18,12.619
19,12.694
20,12.770
21,12.836
22,12.894
23,12.950
24,13.000
25,13.045
26,13.089
27,13.132
28,13.175
29,13.220
30,13.267
31,13.319
32,13.374
33,13.435
34,13.499
35,13.576
36,13.668
37,13.767
38,13.889
39,14.010
40,14.133
41,14.254
42,14.351
43,14.420
44,14.476
45,14.525
46,14.561
47,14.594
48,14.626
49,14.659
50,14.687
51,14.713
52,14.738
53,14.763
54,14.788
55,14.814
56,14.838
57,14.863
58,14.892
59,14.919
60,14.945
61,14.972
62,14.999
63,15.027
64,15.056
65,15.083
66,15.110
67,15.140
68,15.169
69,15.199
70,15.229
71,15.262
72,15.300
73,15.339
74,15.385
75,15.437
76,15.491
77,15.558
78,15.667
79,15.849
80,16.091
81,16.349
82,16.534
83,16.641
84,16.720
85,16.784
86,16.844
87,16.911
88,16.970
89,17.028
90,17.078
91,17.131
92,17.187
93,17.254
94,17.334
95,17.409
96,17.495
97,17.618
98,17.850
99,18.390
100,24.189
