Percentage served,Time in ms
0,18.896
1,37.396
2,38.286
3,38.887
4,39.311
5,39.676
6,39.977
7,40.239
8,40.464
9,40.680
10,40.860
11,41.019
12,41.175
13,41.315
14,41.456
15,41.589
16,41.725
17,41.859
18,41.988
19,42.120
20,42.254
21,42.391
22,42.532
23,42.676
24,42.822
25,42.976
26,43.145
27,43.319
28,43.504
29,43.688
30,43.872
31,44.056
32,44.239
33,44.427
34,44.605
35,44.782
36,44.966
37,45.141
38,45.311
39,45.471
40,45.637
41,45.800
42,45.963
43,46.121
44,46.276
45,46.415
46,46.552
47,46.683
48,46.812
49,46.937
50,47.060
51,47.183
52,47.304
53,47.418
54,47.536
55,47.651
56,47.762
57,47.874
58,47.981
59,48.099
60,48.215
61,48.341
62,48.457
63,48.584
64,48.711
65,48.840
66,48.973
67,49.114
68,49.259
69,49.414
70,49.572
71,49.739
72,49.909
73,50.079
74,50.258
75,50.435
76,50.614
77,50.795
78,50.985
79,51.190
80,51.408
81,51.619
82,51.825
83,52.044
84,52.287
85,52.536
86,52.813
87,53.113
88,53.452
89,53.780
90,54.121
91,54.462
92,54.846
93,55.234
94,55.649
95,56.180
96,56.757
97,57.371
98,58.198
99,59.854
100,66.176
