Percentage served,Time in ms
0,4.357
1,9.511
2,10.480
3,11.154
4,11.655
5,12.001
6,12.250
7,12.428
8,12.577
9,12.686
10,12.776
11,12.853
12,12.928
13,12.991
14,13.050
15,13.100
16,13.147
17,13.193
18,13.237
19,13.274
20,13.315
21,13.353
22,13.388
23,13.420
24,13.454
25,13.486
26,13.518
27,13.549
28,13.577
29,13.605
30,13.633
31,13.661
32,13.687
33,13.713
34,13.740
35,13.766
36,13.789
37,13.813
38,13.839
39,13.862
40,13.886
41,13.910
42,13.935
43,13.959
44,13.982
45,14.005
46,14.030
47,14.054
48,14.079
49,14.104
50,14.129
51,14.154
52,14.179
53,14.205
54,14.233
55,14.259
56,14.287
57,14.315
58,14.343
59,14.372
60,14.401
61,14.431
62,14.462
63,14.493
64,14.525
65,14.559
66,14.593
67,14.628
68,14.662
69,14.701
70,14.739
71,14.783
72,14.826
73,14.871
74,14.914
75,14.959
76,15.008
77,15.059
78,15.110
79,15.165
80,15.218
81,15.272
82,15.325
83,15.384
84,15.441
85,15.504
86,15.568
87,15.632
88,15.698
89,15.769
90,15.847
91,15.934
92,16.038
93,16.163
94,16.334
95,16.545
96,16.816
97,17.165
98,17.666
99,18.404
100,24.702
