Percentage served,Time in ms
0,6.932
1,16.407
2,16.835
3,17.058
4,17.237
5,17.364
6,17.485
7,17.581
8,17.677
9,17.761
10,17.843
11,17.918
12,17.988
13,18.054
14,18.122
15,18.184
16,18.242
17,18.302
18,18.361
19,18.420
20,18.477
21,18.532
22,18.585
23,18.643
24,18.699
25,18.755
26,18.813
27,18.870
28,18.923
29,18.979
30,19.036
31,19.088
32,19.146
33,19.202
34,19.259
35,19.315
36,19.370
37,19.425
38,19.480
39,19.541
40,19.595
41,19.648
42,19.703
43,19.758
44,19.812
45,19.867
46,19.920
47,19.972
48,20.026
49,20.081
50,20.138
51,20.191
52,20.246
53,20.298
54,20.351
55,20.406
56,20.462
57,20.517
58,20.571
59,20.628
60,20.686
61,20.745
62,20.806
63,20.864
64,20.924
65,20.985
66,21.047
67,21.114
68,21.179
69,21.245
70,21.315
71,21.388
72,21.458
73,21.532
74,21.607
75,21.688
76,21.768
77,21.852
78,21.939
79,22.027
80,22.124
81,22.225
82,22.329
83,22.439
84,22.551
85,22.670
86,22.794
87,22.932
88,23.074
89,23.224
90,23.386
91,23.579
92,23.784
93,24.014
94,24.260
95,24.526
96,24.842
97,25.223
98,25.756
99,26.685
100,33.808
