Percentage served,Time in ms
0,1.714
1,1.938
2,1.988
3,2.021
4,2.048
5,2.072
6,2.093
7,2.113
8,2.131
9,2.148
10,2.165
11,2.182
12,2.198
13,2.214
14,2.230
15,2.246
16,2.262
17,2.277
18,2.293
19,2.309
20,2.324
21,2.341
22,2.359
23,2.376
24,2.394
25,2.413
26,2.432
27,2.453
28,2.476
29,2.500
30,2.527
31,2.559
32,2.597
33,2.644
34,2.708
35,2.793
36,2.939
37,3.303
38,3.987
39,4.576
40,5.156
41,5.744
42,6.485
43,7.444
44,8.228
45,8.814
46,9.429
47,10.113
48,10.794
49,11.314
50,11.777
51,12.200
52,12.588
53,12.966
54,13.373
55,13.755
56,14.116
57,14.456
58,14.806
59,15.127
60,15.449
61,15.786
62,16.091
63,16.400
64,16.690
65,16.964
66,17.237
67,17.512
68,17.803
69,18.111
70,18.411
71,18.707
72,19.000
73,19.310
74,19.630
75,19.973
76,20.309
77,20.627
78,20.941
79,21.267
80,21.584
81,21.917
82,22.261
83,22.647
84,23.057
85,23.488
86,23.932
87,24.389
88,24.915
89,25.506
90,26.153
91,26.845
92,27.667
93,28.570
94,29.767
95,31.376
96,34.173
97,1002.969
98,1015.879
99,1024.161
100,7295.674
