Percentage served,Time in ms
0,2.379
1,11.717
2,13.355
3,14.620
4,15.716
5,16.558
6,17.294
7,18.051
8,18.849
9,19.568
10,20.260
11,20.940
12,21.545
13,22.159
14,22.751
15,23.369
16,23.955
17,24.487
18,25.003
19,25.508
20,25.984
21,26.402
22,26.827
23,27.249
24,27.653
25,28.034
26,28.402
27,28.783
28,29.174
29,29.572
30,29.975
31,30.340
32,30.708
33,31.067
34,31.399
35,31.752
36,32.110
37,32.457
38,32.828
39,33.231
40,33.645
41,34.106
42,34.591
43,35.106
44,35.592
45,36.075
46,36.517
47,36.953
48,37.397
49,37.882
50,38.402
51,39.020
52,39.739
53,40.460
54,41.167
55,41.840
56,42.644
57,43.438
58,44.307
59,45.215
60,46.068
61,46.903
62,47.805
63,48.682
64,49.610
65,50.525
66,51.495
67,52.487
68,53.467
69,54.288
70,54.929
71,55.477
72,56.000
73,56.600
74,57.215
75,57.820
76,58.519
77,59.320
78,60.089
79,60.988
80,61.784
81,62.545
82,63.232
83,63.909
84,64.493
85,65.152
86,65.734
87,66.349
88,67.193
89,68.197
90,69.297
91,70.787
92,72.692
93,74.185
94,75.685
95,77.558
96,80.788
97,91.004
98,256.113
99,1063.711
100,3080.538
