Percentage served,Time in ms
0,2.477
1,2.740
2,2.817
3,2.892
4,2.980
5,3.101
6,3.178
7,3.222
8,3.256
9,3.284
10,3.310
11,3.335
12,3.358
13,3.380
14,3.402
15,3.426
16,3.450
17,3.475
18,3.502
19,3.532
20,3.570
21,3.613
22,3.663
23,3.713
24,3.757
25,3.794
26,3.825
27,3.854
28,3.883
29,3.911
30,3.939
31,3.969
32,4.001
33,4.036
34,4.076
35,4.126
36,4.191
37,4.308
38,4.621
39,5.274
40,6.312
41,6.997
42,7.580
43,8.554
44,10.477
45,11.580
46,12.384
47,13.265
48,14.217
49,15.199
50,16.115
51,17.041
52,17.803
53,18.533
54,19.286
55,20.020
56,20.769
57,21.475
58,22.163
59,22.788
60,23.327
61,23.832
62,24.239
63,24.585
64,24.897
65,25.181
66,25.443
67,25.689
68,25.914
69,26.132
70,26.344
71,26.549
72,26.755
73,26.960
74,27.157
75,27.350
76,27.534
77,27.733
78,27.933
79,28.143
80,28.364
81,28.613
82,28.854
83,29.116
84,29.378
85,29.657
86,29.953
87,30.237
88,30.538
89,30.827
90,31.111
91,31.425
92,31.762
93,32.133
94,32.636
95,33.334
96,34.999
97,1007.635
98,1018.419
99,1027.857
100,7295.176
