Percentage served,Time in ms
0,2.724
1,22.430
2,27.406
3,29.472
4,30.554
5,31.347
6,32.193
7,33.022
8,33.773
9,34.400
10,35.009
11,35.744
12,36.472
13,37.114
14,37.786
15,38.526
16,39.224
17,39.890
18,40.591
19,41.496
20,42.485
21,43.254
22,43.927
23,44.589
24,45.298
25,46.020
26,46.681
27,47.376
28,48.028
29,48.653
30,49.139
31,49.521
32,49.892
33,50.234
34,50.536
35,50.833
36,51.122
37,51.406
38,51.665
39,51.920
40,52.168
41,52.425
42,52.681
43,52.948
44,53.200
45,53.474
46,53.750
47,54.030
48,54.326
49,54.641
50,54.986
51,55.372
52,55.791
53,56.231
54,56.671
55,57.141
56,57.614
57,58.099
58,58.558
59,58.979
60,59.357
61,59.707
62,60.018
63,60.304
64,60.573
65,60.845
66,61.131
67,61.396
68,61.677
69,61.957
70,62.237
71,62.514
72,62.806
73,63.096
74,63.441
75,63.824
76,64.202
77,64.589
78,64.954
79,65.293
80,65.628
81,65.961
82,66.287
83,66.605
84,66.966
85,67.378
86,67.820
87,68.376
88,69.039
89,69.803
90,71.482
91,73.848
92,75.027
93,75.683
94,76.218
95,76.767
96,77.378
97,78.173
98,82.246
99,1057.844
100,3085.615
