Percentage served,Time in ms
0,2.482
1,2.712
2,2.784
3,2.847
4,2.919
5,3.022
6,3.117
7,3.168
8,3.202
9,3.231
10,3.255
11,3.277
12,3.298
13,3.318
14,3.339
15,3.360
16,3.381
17,3.403
18,3.427
19,3.455
20,3.488
21,3.532
22,3.593
23,3.651
24,3.697
25,3.731
26,3.762
27,3.791
28,3.817
29,3.844
30,3.871
31,3.900
32,3.934
33,3.975
34,4.030
35,4.122
36,4.295
37,4.600
38,5.084
39,6.747
40,8.272
41,9.085
42,9.790
43,10.554
44,11.681
45,12.663
46,13.412
47,14.023
48,14.549
49,15.108
50,15.973
51,17.187
52,18.696
53,19.927
54,20.772
55,21.446
56,21.942
57,22.343
58,22.702
59,23.045
60,23.387
61,23.711
62,24.048
63,24.360
64,24.667
65,24.970
66,25.283
67,25.588
68,25.903
69,26.231
70,26.579
71,26.948
72,27.321
73,27.706
74,28.060
75,28.402
76,28.727
77,29.082
78,29.455
79,29.835
80,30.247
81,30.692
82,31.074
83,31.439
84,31.793
85,32.111
86,32.418
87,32.713
88,33.014
89,33.345
90,33.741
91,34.208
92,34.785
93,35.408
94,36.053
95,36.769
96,37.855
97,1007.044
98,1017.702
99,1027.229
100,7291.749
