Percentage served,Time in ms
0,3.694
1,21.864
2,25.162
3,26.401
4,27.041
5,27.632
6,28.125
7,28.547
8,28.887
9,29.166
10,29.417
11,29.633
12,29.820
13,30.002
14,30.161
15,30.317
16,30.467
17,30.611
18,30.751
19,30.891
20,31.022
21,31.152
22,31.279
23,31.407
24,31.536
25,31.676
26,31.815
27,31.957
28,32.099
29,32.243
30,32.389
31,32.532
32,32.675
33,32.810
34,32.952
35,33.093
36,33.228
37,33.355
38,33.482
39,33.608
40,33.727
41,33.846
42,33.962
43,34.075
44,34.186
45,34.293
46,34.398
47,34.505
48,34.610
49,34.716
50,34.820
51,34.922
52,35.023
53,35.123
54,35.226
55,35.332
56,35.432
57,35.535
58,35.636
59,35.739
60,35.842
61,35.941
62,36.045
63,36.148
64,36.255
65,36.364
66,36.477
67,36.585
68,36.699
69,36.813
70,36.925
71,37.042
72,37.168
73,37.293
74,37.420
75,37.557
76,37.702
77,37.844
78,37.984
79,38.133
80,38.296
81,38.458
82,38.622
83,38.778
84,38.945
85,39.113
86,39.286
87,39.471
88,39.660
89,39.853
90,40.059
91,40.276
92,40.517
93,40.809
94,41.130
95,41.515
96,41.989
97,42.595
98,43.424
99,44.730
100,1057.696
