Percentage served,Time in ms
0,2.471
1,2.758
2,2.839
3,2.909
4,2.990
5,3.103
6,3.188
7,3.236
8,3.272
9,3.301
10,3.327
11,3.351
12,3.375
13,3.398
14,3.421
15,3.444
16,3.467
17,3.491
18,3.517
19,3.546
20,3.581
21,3.620
22,3.666
23,3.715
24,3.760
25,3.798
26,3.833
27,3.864
28,3.893
29,3.920
30,3.948
31,3.976
32,4.005
33,4.035
34,4.070
35,4.108
36,4.155
37,4.217
38,4.317
39,4.549
40,4.985
41,5.456
42,6.080
43,7.089
44,8.015
45,8.728
46,9.438
47,10.115
48,10.796
49,11.435
50,11.979
51,12.460
52,12.884
53,13.278
54,13.612
55,13.927
56,14.240
57,14.550
58,14.848
59,15.168
60,15.481
61,15.789
62,16.098
63,16.392
64,16.676
65,16.947
66,17.205
67,17.451
68,17.694
69,17.943
70,18.187
71,18.426
72,18.677
73,18.924
74,19.173
75,19.426
76,19.684
77,19.942
78,20.224
79,20.497
80,20.790
81,21.104
82,21.434
83,21.768
84,22.098
85,22.454
86,22.845
87,23.262
88,23.691
89,24.145
90,24.651
91,25.221
92,25.948
93,26.825
94,27.887
95,29.230
96,31.237
97,1005.184
98,1017.018
99,1026.807
100,7307.102
