Percentage served,Time in ms
0,2.695
1,14.207
2,16.800
3,18.743
4,20.331
5,21.674
6,22.898
7,23.891
8,24.634
9,25.362
10,26.120
11,26.854
12,27.536
13,28.132
14,28.679
15,29.174
16,29.662
17,30.147
18,30.622
19,31.091
20,31.559
21,32.121
22,32.738
23,33.353
24,33.952
25,34.527
26,35.049
27,35.551
28,36.071
29,36.613
30,37.204
31,37.772
32,38.358
33,39.036
34,39.709
35,40.409
36,41.053
37,41.634
38,42.248
39,42.954
40,43.705
41,44.410
42,45.055
43,45.738
44,46.427
45,47.019
46,47.606
47,48.131
48,48.679
49,49.246
50,49.820
51,50.456
52,51.136
53,51.869
54,52.642
55,53.384
56,54.203
57,55.097
58,56.126
59,57.157
60,58.124
61,59.094
62,60.150
63,61.019
64,61.836
65,62.768
66,63.864
67,65.009
68,65.981
69,66.870
70,67.697
71,68.513
72,69.294
73,70.056
74,70.745
75,71.424
76,72.181
77,73.181
78,74.486
79,76.424
80,78.391
81,79.544
82,80.633
83,81.963
84,83.314
85,84.859
86,87.082
87,89.692
88,92.805
89,97.303
90,100.916
91,105.094
92,115.626
93,302.762
94,1043.243
95,1053.883
96,1063.048
97,1073.239
98,1084.944
99,1100.016
100,15510.421
