Percentage served,Time in ms
0,2.600
1,11.380
2,14.308
3,16.172
4,17.924
5,19.324
6,20.652
7,22.025
8,23.098
9,24.064
10,24.949
11,25.755
12,26.461
13,27.119
14,27.760
15,28.461
16,29.190
17,29.868
18,30.542
19,31.289
20,32.120
21,33.027
22,33.911
23,34.927
24,36.287
25,37.650
26,38.910
27,40.048
28,41.269
29,42.892
30,44.564
31,45.946
32,46.948
33,47.994
34,49.038
35,50.054
36,51.073
37,52.126
38,53.076
39,53.863
40,54.629
41,55.446
42,56.075
43,56.697
44,57.355
45,58.013
46,58.648
47,59.324
48,59.977
49,60.593
50,61.226
51,61.832
52,62.379
53,62.878
54,63.338
55,63.783
56,64.200
57,64.603
58,65.018
59,65.460
60,65.919
61,66.386
62,66.872
63,67.351
64,67.911
65,68.530
66,69.170
67,69.817
68,70.489
69,71.297
70,72.116
71,72.883
72,73.634
73,74.349
74,75.037
75,75.666
76,76.225
77,76.784
78,77.462
79,78.219
80,79.078
81,79.959
82,80.860
83,81.884
84,82.990
85,84.645
86,87.293
87,89.373
88,91.096
89,92.824
90,94.649
91,98.612
92,107.573
93,276.540
94,1046.862
95,1060.408
96,1070.658
97,1078.594
98,1087.783
99,1101.293
100,15455.499
