0	calico	calico_vxlan	canal	cilium	flannel	kuberouter	weavenet
	0	0	132	0	0	113	0
	0	0	88	0	0	2070	0
	0	0	80	0	0	778	0
	0	0	2298	0	0	89	0
	0	0	1161	0	92	2196	0
	0	0	96	46	0	677	0
	0	0	24	0	46	432	0
							
	0	0	0	0	0	0	0
	0	368	761	0	0	41	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	18	0
	0	0	7	0	0	0	0
	0	34	20	0	0	0	0
	0	0	50	0	0	0	0
	0	92	19	0	0	0	0
	0	0	0	0	0	17	0
	0	0	19	0	0	0	0
	0	0	19	0	0	13	0
	0	0	0	0	0	0	0
	0	92	139	0	0	0	0
	0	0	22	0	0	0	0
	0	403	14	0	0	6	0
	0	92	45	0	0	0	0
	0	0	44	0	0	0	0
	0	466	0	0	0	11	0
	0	492	6	0	0	10	0
							
	0	0	0	0	0	45	147
	0	0	0	0	0	0	45
	0	0	0	0	0	0	118
	0	0	0	0	0	0	2271
	0	0	0	0	0	0	527
	0	0	13	0	0	0	781
	0	0	16	0	0	0	181
	0	0	0	0	0	0	207
	0	0	16	0	0	45	648
	0	0	0	0	0	15	117
	0	0	15	0	0	0	0
	0	0	17	0	0	10	202
	0	0	0	0	0	0	191
	0	0	3	0	0	34	397
	0	0	11	0	0	0	147
	0	0	17	0	0	0	999
	0	0	3	0	0	0	152
	0	0	0	0	0	0	210
	0	0	0	0	0	16	538
	0	0	0	0	0	0	69
							
	0	0	0	0	0	0	29
	0	0	0	0	0	0	10
	0	0	0	0	0	0	17
	0	0	0	0	0	0	21
	0	0	0	0	0	0	20
	0	0	0	0	0	33	22
	0	0	0	0	0	0	28
	0	0	11	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	9
	0	0	0	0	0	6	0
	0	0	0	0	0	0	0
	0	0	0	0	0	8	0
	0	0	0	0	0	0	18
	0	0	15	0	0	0	0
	0	0	15	0	0	0	0
	0	0	0	0	0	0	10
	0	0	0	0	0	0	0
	0	0	0	0	0	0	27
	0	0	0	0	0	0	0
							
	0	0	0	0	0	0	0
	0	0	45	0	0	14	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	14	0
	0	0	16	0	0	0	0
	0	0	13	0	0	0	0
	0	0	0	0	0	0	0
	0	0	16	0	0	0	0
	0	0	0	0	0	14	0
	0	0	16	0	0	0	618
	0	0	16	0	0	16	0
	0	0	0	0	0	0	49
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	15	40
	0	0	0	0	0	9	0
	0	0	0	0	0	0	0
	0	0	0	0	0	15	0
	0	0	0	0	0	0	12
							
	0	0	11	0	0	0	30
	0	0	0	0	0	14	0
	0	0	0	0	0	10	28
	0	0	0	0	0	0	0
	0	0	0	0	0	14	0
	0	0	11	0	0	0	0
	0	0	15	0	0	0	0
	0	0	0	0	0	4	0
	0	0	1	0	0	0	0
	0	0	0	0	0	15	0
	0	0	14	0	0	0	0
	0	0	14	0	0	0	10
	0	0	45	0	0	12	0
	0	0	0	0	0	0	0
	0	0	11	0	0	0	0
	0	0	6	0	0	15	0
	0	0	7	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	3	0
	0	0	0	0	0	0	0
							
	0	0	0	0	0	0	0
	0	0	0	0	0	11	27
	31	0	0	0	0	0	0
	15	0	0	0	0	0	27
	0	0	0	0	0	9	0
	0	0	0	0	0	0	27
	0	0	0	0	0	35	20
	32	0	0	0	0	10	15
	0	0	0	0	0	0	29
	0	0	45	0	0	13	19
	0	0	0	0	0	6	0
	0	0	0	0	0	13	0
	0	0	0	0	0	0	0
	0	0	0	0	0	21	0
	0	0	0	0	0	0	0
	0	0	0	0	0	12	0
	0	0	0	0	0	0	12
	0	0	45	0	0	0	0
	0	0	45	0	0	0	0
	36	0	0	0	0	0	0
							
	97	0	0	0	0	45	0
	587	0	0	0	0	0	0
	118	0	0	0	0	11	0
	202	0	0	0	0	0	0
	233	0	0	0	0	0	15
	386	0	14	0	0	0	0
	972	0	15	0	0	33	0
	984	0	45	0	0	0	0
	37	0	16	0	0	0	0
	362	0	0	0	0	0	0
	2813	0	3	0	0	0	0
	744	0	8	0	0	12	15
	692	0	0	0	0	0	0
	290	0	0	0	0	0	19
	1158	0	15	0	0	0	0
	615	0	15	0	0	12	0
	3209	0	0	0	0	26	0
	587	0	0	0	0	0	14
	2247	0	0	0	0	13	34
	92	0	0	0	0	5	0
							
	0	0	0	0	0	0	27
	0	0	0	0	0	6	0
	24	0	0	0	0	0	23
	0	0	0	0	0	0	0
	0	0	0	0	0	13	0
	0	0	0	0	0	10	0
	24	0	0	0	0	0	0
	24	0	0	0	0	0	0
	38	0	0	0	0	0	0
	0	0	0	0	0	14	16
	0	0	0	0	0	0	12
	45	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	14	0
	0	0	14	0	0	0	0
