Percentage served,Time in ms
0,22.509
1,34.336
2,35.049
3,35.482
4,35.805
5,36.055
6,36.274
7,36.472
8,36.647
9,36.803
10,36.951
11,37.091
12,37.216
13,37.339
14,37.458
15,37.569
16,37.675
17,37.775
18,37.877
19,37.978
20,38.076
21,38.172
22,38.264
23,38.352
24,38.439
25,38.531
26,38.617
27,38.704
28,38.793
29,38.878
30,38.963
31,39.045
32,39.131
33,39.214
34,39.295
35,39.376
36,39.457
37,39.540
38,39.621
39,39.701
40,39.784
41,39.866
42,39.944
43,40.026
44,40.107
45,40.192
46,40.273
47,40.354
48,40.436
49,40.516
50,40.600
51,40.682
52,40.769
53,40.854
54,40.939
55,41.025
56,41.111
57,41.199
58,41.290
59,41.381
60,41.476
61,41.569
62,41.664
63,41.764
64,41.865
65,41.971
66,42.075
67,42.181
68,42.286
69,42.395
70,42.503
71,42.614
72,42.730
73,42.848
74,42.964
75,43.088
76,43.213
77,43.341
78,43.473
79,43.611
80,43.747
81,43.889
82,44.036
83,44.193
84,44.357
85,44.520
86,44.703
87,44.898
88,45.115
89,45.341
90,45.584
91,45.835
92,46.107
93,46.409
94,46.759
95,47.127
96,47.555
97,48.061
98,48.803
99,50.018
100,59.434
