Percentage served,Time in ms
0,19.704
1,20.037
2,20.129
3,20.214
4,20.314
5,20.428
6,20.503
7,20.560
8,20.605
9,20.644
10,20.678
11,20.709
12,20.738
13,20.769
14,20.797
15,20.826
16,20.856
17,20.886
18,20.913
19,20.942
20,20.973
21,21.004
22,21.035
23,21.062
24,21.088
25,21.111
26,21.133
27,21.153
28,21.172
29,21.190
30,21.207
31,21.223
32,21.238
33,21.254
34,21.268
35,21.282
36,21.296
37,21.310
38,21.324
39,21.337
40,21.351
41,21.365
42,21.380
43,21.395
44,21.412
45,21.428
46,21.445
47,21.463
48,21.482
49,21.502
50,21.522
51,21.543
52,21.564
53,21.586
54,21.607
55,21.628
56,21.648
57,21.669
58,21.689
59,21.710
60,21.729
61,21.749
62,21.770
63,21.790
64,21.812
65,21.835
66,21.860
67,21.885
68,21.915
69,21.949
70,21.988
71,22.038
72,22.109
73,22.228
74,22.656
75,23.297
76,23.440
77,23.616
78,23.777
79,23.892
80,24.026
81,24.152
82,24.278
83,24.429
84,24.601
85,24.689
86,24.754
87,24.811
88,24.866
89,24.921
90,24.981
91,25.052
92,25.144
93,25.225
94,25.290
95,25.345
96,25.401
97,25.460
98,25.539
99,25.663
100,29.193
