Percentage served,Time in ms
0,17.862
1,18.605
2,18.828
3,19.009
4,19.113
5,19.181
6,19.236
7,19.286
8,19.335
9,19.387
10,19.440
11,19.494
12,19.545
13,19.592
14,19.633
15,19.672
16,19.712
17,19.751
18,19.791
19,19.834
20,19.882
21,19.933
22,19.987
23,20.042
24,20.098
25,20.152
26,20.201
27,20.245
28,20.286
29,20.321
30,20.354
31,20.385
32,20.415
33,20.443
34,20.472
35,20.499
36,20.528
37,20.559
38,20.590
39,20.621
40,20.655
41,20.688
42,20.721
43,20.755
44,20.790
45,20.824
46,20.861
47,20.899
48,20.944
49,20.994
50,21.056
51,21.146
52,21.296
53,21.691
54,23.019
55,24.924
56,25.991
57,26.666
58,27.172
59,27.560
60,27.869
61,28.134
62,28.375
63,28.614
64,28.832
65,29.054
66,29.282
67,29.504
68,29.722
69,29.927
70,30.134
71,30.324
72,30.514
73,30.688
74,30.861
75,31.026
76,31.178
77,31.330
78,31.484
79,31.634
80,31.786
81,31.938
82,32.097
83,32.257
84,32.427
85,32.616
86,32.814
87,33.018
88,33.230
89,33.458
90,33.708
91,33.990
92,34.343
93,34.860
94,35.797
95,37.891
96,49.405
97,1027.808
98,1036.456
99,1046.275
100,15313.323
