Percentage served,Time in ms
0,18.723
1,19.279
2,19.960
3,20.095
4,20.169
5,20.226
6,20.278
7,20.332
8,20.392
9,20.463
10,20.534
11,20.604
12,20.672
13,20.744
14,20.828
15,20.921
16,21.018
17,21.108
18,21.179
19,21.230
20,21.267
21,21.300
22,21.329
23,21.356
24,21.381
25,21.405
26,21.427
27,21.451
28,21.474
29,21.497
30,21.521
31,21.544
32,21.566
33,21.588
34,21.610
35,21.633
36,21.655
37,21.676
38,21.697
39,21.718
40,21.739
41,21.760
42,21.782
43,21.803
44,21.825
45,21.849
46,21.874
47,21.901
48,21.931
49,21.963
50,22.001
51,22.045
52,22.101
53,22.179
54,22.293
55,22.478
56,22.759
57,23.107
58,23.497
59,23.907
60,24.375
61,24.847
62,25.163
63,25.430
64,25.687
65,25.973
66,26.223
67,26.449
68,26.659
69,26.847
70,27.019
71,27.179
72,27.330
73,27.474
74,27.620
75,27.761
76,27.906
77,28.047
78,28.183
79,28.316
80,28.453
81,28.590
82,28.723
83,28.857
84,28.990
85,29.124
86,29.264
87,29.408
88,29.562
89,29.725
90,29.910
91,30.125
92,30.402
93,30.812
94,31.418
95,32.467
96,43.334
97,1027.297
98,1036.021
99,1045.723
100,15450.974
