Percentage served,Time in ms
0,22.907
1,23.213
2,23.281
3,23.329
4,23.373
5,23.423
6,23.479
7,23.567
8,23.668
9,23.751
10,23.813
11,23.871
12,23.947
13,24.059
14,24.141
15,24.192
16,24.233
17,24.266
18,24.296
19,24.323
20,24.347
21,24.371
22,24.395
23,24.418
24,24.442
25,24.468
26,24.497
27,24.532
28,24.569
29,24.608
30,24.649
31,24.685
32,24.720
33,24.754
34,24.784
35,24.810
36,24.836
37,24.862
38,24.888
39,24.915
40,24.945
41,24.981
42,25.023
43,25.085
44,25.188
45,25.308
46,25.433
47,25.659
48,26.034
49,26.444
50,26.797
51,26.991
52,27.165
53,27.298
54,27.381
55,27.457
56,27.556
57,27.713
58,27.848
59,27.955
60,28.044
61,28.131
62,28.207
63,28.268
64,28.321
65,28.366
66,28.406
67,28.445
68,28.484
69,28.526
70,28.576
71,28.641
72,28.726
73,28.823
74,28.912
75,29.008
76,29.118
77,29.240
78,29.371
79,29.511
80,29.661
81,29.829
82,30.022
83,30.240
84,30.488
85,30.771
86,31.087
87,31.404
88,31.718
89,32.036
90,32.335
91,32.633
92,32.967
93,33.381
94,34.014
95,35.173
96,1025.758
97,1034.835
98,1043.832
99,1053.360
100,15346.731
