Percentage served,Time in ms
0,18.670
1,18.956
2,19.046
3,19.151
4,19.327
5,19.433
6,19.496
7,19.548
8,19.591
9,19.630
10,19.663
11,19.699
12,19.734
13,19.771
14,19.812
15,19.850
16,19.889
17,19.923
18,19.953
19,19.980
20,20.005
21,20.026
22,20.045
23,20.063
24,20.080
25,20.097
26,20.113
27,20.129
28,20.145
29,20.160
30,20.176
31,20.192
32,20.209
33,20.228
34,20.247
35,20.267
36,20.289
37,20.311
38,20.334
39,20.359
40,20.386
41,20.414
42,20.443
43,20.471
44,20.499
45,20.527
46,20.553
47,20.581
48,20.606
49,20.630
50,20.655
51,20.677
52,20.700
53,20.721
54,20.744
55,20.765
56,20.786
57,20.807
58,20.827
59,20.847
60,20.868
61,20.888
62,20.909
63,20.931
64,20.952
65,20.975
66,20.996
67,21.018
68,21.040
69,21.062
70,21.083
71,21.103
72,21.122
73,21.142
74,21.160
75,21.178
76,21.196
77,21.214
78,21.231
79,21.248
80,21.266
81,21.283
82,21.301
83,21.320
84,21.338
85,21.357
86,21.378
87,21.401
88,21.423
89,21.448
90,21.477
91,21.506
92,21.538
93,21.573
94,21.613
95,21.660
96,21.710
97,21.770
98,21.857
99,22.018
100,1036.363
