Percentage served,Time in ms
0,17.824
1,18.654
2,18.975
3,19.169
4,19.264
5,19.343
6,19.423
7,19.499
8,19.570
9,19.628
10,19.675
11,19.722
12,19.766
13,19.810
14,19.855
15,19.903
16,19.955
17,20.011
18,20.075
19,20.142
20,20.204
21,20.257
22,20.304
23,20.342
24,20.379
25,20.412
26,20.444
27,20.475
28,20.504
29,20.534
30,20.563
31,20.594
32,20.623
33,20.652
34,20.682
35,20.711
36,20.740
37,20.767
38,20.794
39,20.821
40,20.848
41,20.875
42,20.904
43,20.932
44,20.961
45,20.995
46,21.033
47,21.076
48,21.127
49,21.196
50,21.305
51,21.546
52,22.298
53,23.243
54,24.039
55,24.923
56,26.162
57,27.129
58,27.869
59,28.608
60,29.395
61,30.130
62,30.790
63,31.290
64,31.683
65,32.006
66,32.278
67,32.498
68,32.700
69,32.904
70,33.093
71,33.285
72,33.485
73,33.693
74,33.904
75,34.135
76,34.375
77,34.634
78,34.905
79,35.200
80,35.539
81,35.920
82,36.422
83,37.160
84,38.141
85,39.322
86,40.167
87,40.774
88,41.275
89,41.731
90,42.133
91,42.496
92,42.846
93,43.231
94,43.677
95,44.407
96,1021.288
97,1028.762
98,1037.391
99,1047.097
100,15291.983
