Percentage served,Time in ms
0,17.528
1,21.256
2,21.806
3,22.220
4,22.574
5,22.945
6,23.337
7,23.810
8,24.807
9,26.601
10,27.936
11,28.789
12,29.500
13,30.313
14,31.350
15,32.806
16,34.708
17,36.390
18,38.539
19,40.337
20,41.826
21,43.151
22,44.230
23,45.026
24,45.710
25,46.340
26,47.011
27,47.738
28,48.436
29,49.117
30,49.815
31,50.491
32,51.241
33,51.981
34,52.698
35,53.394
36,54.009
37,54.519
38,54.978
39,55.385
40,55.759
41,56.110
42,56.424
43,56.741
44,57.051
45,57.348
46,57.655
47,57.979
48,58.301
49,58.623
50,58.955
51,59.284
52,59.611
53,59.954
54,60.322
55,60.694
56,61.074
57,61.475
58,61.869
59,62.274
60,62.680
61,63.084
62,63.489
63,63.899
64,64.301
65,64.719
66,65.120
67,65.525
68,65.912
69,66.313
70,66.744
71,67.189
72,67.639
73,68.103
74,68.587
75,69.062
76,69.542
77,70.031
78,70.528
79,71.053
80,71.585
81,72.181
82,72.800
83,73.438
84,74.131
85,74.876
86,75.695
87,76.501
88,77.412
89,78.519
90,79.663
91,80.939
92,82.269
93,83.540
94,84.610
95,85.578
96,86.731
97,88.988
98,94.357
99,1057.320
100,3105.700
