Percentage served,Time in ms
0,18.690
1,19.805
2,20.013
3,20.094
4,20.152
5,20.198
6,20.247
7,20.292
8,20.341
9,20.392
10,20.451
11,20.518
12,20.586
13,20.658
14,20.732
15,20.815
16,20.911
17,21.005
18,21.064
19,21.102
20,21.130
21,21.153
22,21.174
23,21.194
24,21.211
25,21.228
26,21.245
27,21.260
28,21.276
29,21.291
30,21.306
31,21.319
32,21.334
33,21.348
34,21.361
35,21.375
36,21.389
37,21.403
38,21.418
39,21.433
40,21.448
41,21.463
42,21.479
43,21.494
44,21.510
45,21.525
46,21.541
47,21.556
48,21.572
49,21.587
50,21.602
51,21.617
52,21.633
53,21.648
54,21.664
55,21.679
56,21.695
57,21.710
58,21.726
59,21.743
60,21.760
61,21.776
62,21.793
63,21.812
64,21.832
65,21.851
66,21.871
67,21.893
68,21.914
69,21.938
70,21.964
71,21.992
72,22.022
73,22.055
74,22.090
75,22.131
76,22.179
77,22.238
78,22.312
79,22.411
80,22.532
81,22.674
82,22.846
83,23.164
84,23.468
85,23.566
86,23.641
87,23.707
88,23.770
89,23.831
90,23.895
91,23.973
92,24.076
93,24.217
94,24.434
95,24.960
96,25.301
97,25.445
98,25.611
99,25.962
100,1036.990
