Percentage served,Time in ms
0,20.955
1,21.329
2,21.735
3,23.100
4,23.194
5,23.237
6,23.269
7,23.297
8,23.324
9,23.351
10,23.381
11,23.414
12,23.455
13,23.514
14,23.605
15,23.680
16,23.727
17,23.767
18,23.803
19,23.843
20,23.892
21,23.959
22,24.040
23,24.090
24,24.126
25,24.153
26,24.177
27,24.199
28,24.219
29,24.238
30,24.254
31,24.271
32,24.286
33,24.302
34,24.316
35,24.330
36,24.343
37,24.357
38,24.370
39,24.384
40,24.398
41,24.413
42,24.430
43,24.447
44,24.465
45,24.486
46,24.509
47,24.534
48,24.559
49,24.583
50,24.607
51,24.631
52,24.653
53,24.675
54,24.694
55,24.714
56,24.733
57,24.751
58,24.767
59,24.783
60,24.799
61,24.814
62,24.829
63,24.845
64,24.863
65,24.880
66,24.899
67,24.919
68,24.942
69,24.971
70,25.008
71,25.064
72,25.155
73,25.242
74,25.323
75,25.432
76,26.780
77,26.998
78,27.244
79,27.323
80,27.385
81,27.454
82,27.585
83,27.804
84,27.916
85,28.011
86,28.109
87,28.179
88,28.231
89,28.277
90,28.314
91,28.346
92,28.377
93,28.407
94,28.435
95,28.469
96,28.511
97,28.569
98,28.681
99,28.874
100,1031.757
