Percentage served,Time in ms
0,17.790
1,18.241
2,18.550
3,18.669
4,18.782
5,18.901
6,19.035
7,19.126
8,19.183
9,19.230
10,19.272
11,19.310
12,19.349
13,19.386
14,19.427
15,19.476
16,19.529
17,19.583
18,19.639
19,19.691
20,19.737
21,19.785
22,19.830
23,19.874
24,19.917
25,19.957
26,20.001
27,20.043
28,20.088
29,20.131
30,20.174
31,20.218
32,20.260
33,20.301
34,20.341
35,20.379
36,20.416
37,20.454
38,20.493
39,20.534
40,20.577
41,20.628
42,20.686
43,20.752
44,20.825
45,20.910
46,21.019
47,21.200
48,21.536
49,22.054
50,22.690
51,23.276
52,23.767
53,24.232
54,24.744
55,25.320
56,26.143
57,27.003
58,27.663
59,28.173
60,28.659
61,29.124
62,29.568
63,29.970
64,30.345
65,30.692
66,31.002
67,31.278
68,31.546
69,31.796
70,32.026
71,32.262
72,32.484
73,32.698
74,32.899
75,33.087
76,33.267
77,33.435
78,33.603
79,33.768
80,33.935
81,34.103
82,34.273
83,34.455
84,34.657
85,34.856
86,35.078
87,35.319
88,35.596
89,35.902
90,36.288
91,36.777
92,37.422
93,38.361
94,39.543
95,40.706
96,42.927
97,1025.413
98,1035.321
99,1044.749
100,15415.062
