Percentage served,Time in ms
0,17.638
1,27.765
2,29.407
3,30.139
4,30.606
5,30.926
6,31.176
7,31.382
8,31.557
9,31.716
10,31.859
11,31.992
12,32.116
13,32.235
14,32.351
15,32.457
16,32.561
17,32.659
18,32.757
19,32.847
20,32.939
21,33.028
22,33.115
23,33.201
24,33.283
25,33.361
26,33.441
27,33.519
28,33.597
29,33.672
30,33.748
31,33.822
32,33.896
33,33.970
34,34.044
35,34.117
36,34.190
37,34.261
38,34.333
39,34.404
40,34.470
41,34.539
42,34.609
43,34.681
44,34.749
45,34.818
46,34.889
47,34.960
48,35.030
49,35.098
50,35.167
51,35.238
52,35.308
53,35.377
54,35.449
55,35.522
56,35.594
57,35.669
58,35.746
59,35.828
60,35.905
61,35.990
62,36.077
63,36.172
64,36.268
65,36.371
66,36.482
67,36.606
68,36.734
69,36.875
70,37.034
71,37.227
72,37.453
73,37.729
74,38.076
75,38.496
76,38.954
77,39.429
78,39.856
79,40.241
80,40.559
81,40.831
82,41.068
83,41.279
84,41.470
85,41.647
86,41.821
87,41.994
88,42.160
89,42.320
90,42.491
91,42.670
92,42.849
93,43.050
94,43.270
95,43.522
96,43.826
97,44.228
98,44.798
99,45.798
100,1070.781
