Percentage served,Time in ms
0,3.742
1,10.216
2,11.696
3,12.397
4,12.662
5,12.822
6,12.948
7,13.046
8,13.145
9,13.233
10,13.302
11,13.369
12,13.429
13,13.489
14,13.542
15,13.593
16,13.636
17,13.680
18,13.722
19,13.762
20,13.799
21,13.833
22,13.867
23,13.900
24,13.930
25,13.959
26,13.988
27,14.018
28,14.047
29,14.075
30,14.101
31,14.127
32,14.151
33,14.177
34,14.201
35,14.225
36,14.249
37,14.274
38,14.297
39,14.322
40,14.346
41,14.368
42,14.392
43,14.415
44,14.437
45,14.460
46,14.485
47,14.508
48,14.532
49,14.555
50,14.579
51,14.603
52,14.627
53,14.652
54,14.676
55,14.702
56,14.726
57,14.752
58,14.778
59,14.805
60,14.834
61,14.863
62,14.893
63,14.924
64,14.956
65,14.988
66,15.025
67,15.065
68,15.104
69,15.146
70,15.192
71,15.242
72,15.294
73,15.352
74,15.418
75,15.491
76,15.572
77,15.655
78,15.751
79,15.859
80,15.962
81,16.063
82,16.171
83,16.276
84,16.375
85,16.478
86,16.571
87,16.674
88,16.781
89,16.891
90,17.010
91,17.151
92,17.307
93,17.504
94,17.766
95,18.197
96,18.804
97,19.455
98,20.545
99,21.969
100,56.842
