Percentage served,Time in ms
0,4.845
1,12.780
2,14.347
3,14.698
4,14.861
5,14.979
6,15.080
7,15.178
8,15.268
9,15.362
10,15.453
11,15.544
12,15.634
13,15.719
14,15.800
15,15.876
16,15.945
17,16.005
18,16.065
19,16.124
20,16.178
21,16.232
22,16.279
23,16.327
24,16.371
25,16.412
26,16.453
27,16.491
28,16.527
29,16.562
30,16.596
31,16.627
32,16.657
33,16.687
34,16.717
35,16.745
36,16.772
37,16.798
38,16.823
39,16.848
40,16.873
41,16.896
42,16.920
43,16.944
44,16.966
45,16.988
46,17.011
47,17.033
48,17.056
49,17.079
50,17.102
51,17.124
52,17.146
53,17.170
54,17.192
55,17.215
56,17.236
57,17.259
58,17.282
59,17.304
60,17.326
61,17.350
62,17.373
63,17.397
64,17.422
65,17.446
66,17.471
67,17.496
68,17.522
69,17.548
70,17.574
71,17.602
72,17.630
73,17.660
74,17.690
75,17.722
76,17.755
77,17.790
78,17.826
79,17.861
80,17.903
81,17.943
82,17.990
83,18.039
84,18.098
85,18.164
86,18.236
87,18.320
88,18.420
89,18.530
90,18.657
91,18.793
92,18.932
93,19.066
94,19.204
95,19.372
96,19.559
97,19.781
98,20.089
99,20.609
100,1026.704
