Percentage served,Time in ms
0,3.389
1,7.963
2,8.535
3,8.936
4,9.281
5,9.637
6,9.966
7,10.317
8,10.618
9,10.883
10,11.151
11,11.388
12,11.579
13,11.725
14,11.842
15,11.944
16,12.034
17,12.117
18,12.193
19,12.258
20,12.319
21,12.373
22,12.423
23,12.470
24,12.514
25,12.556
26,12.594
27,12.630
28,12.665
29,12.700
30,12.733
31,12.765
32,12.796
33,12.825
34,12.854
35,12.882
36,12.909
37,12.935
38,12.959
39,12.984
40,13.008
41,13.032
42,13.055
43,13.080
44,13.102
45,13.124
46,13.145
47,13.168
48,13.188
49,13.209
50,13.229
51,13.250
52,13.270
53,13.291
54,13.313
55,13.333
56,13.354
57,13.376
58,13.399
59,13.420
60,13.441
61,13.465
62,13.488
63,13.510
64,13.535
65,13.559
66,13.583
67,13.608
68,13.634
69,13.661
70,13.688
71,13.716
72,13.747
73,13.777
74,13.810
75,13.843
76,13.879
77,13.915
78,13.951
79,13.990
80,14.031
81,14.079
82,14.130
83,14.186
84,14.250
85,14.327
86,14.414
87,14.521
88,14.637
89,14.779
90,14.931
91,15.095
92,15.279
93,15.493
94,15.754
95,16.119
96,16.616
97,17.368
98,18.530
99,20.131
100,27.244
