Percentage served,Time in ms
0,0.431
1,0.618
2,0.659
3,0.689
4,0.715
5,0.737
6,0.757
7,0.780
8,0.803
9,0.826
10,0.849
11,0.875
12,0.905
13,0.937
14,0.977
15,1.031
16,1.102
17,1.197
18,1.322
19,1.472
20,1.635
21,1.867
22,2.254
23,2.643
24,2.982
25,3.275
26,3.605
27,3.876
28,4.059
29,4.223
30,4.367
31,4.494
32,4.611
33,4.732
34,4.838
35,4.953
36,5.053
37,5.154
38,5.261
39,5.364
40,5.472
41,5.601
42,5.728
43,5.851
44,5.978
45,6.084
46,6.172
47,6.246
48,6.303
49,6.353
50,6.399
51,6.437
52,6.470
53,6.502
54,6.532
55,6.559
56,6.587
57,6.613
58,6.639
59,6.664
60,6.689
61,6.716
62,6.741
63,6.764
64,6.788
65,6.812
66,6.839
67,6.864
68,6.892
69,6.921
70,6.950
71,6.979
72,7.008
73,7.041
74,7.075
75,7.111
76,7.154
77,7.199
78,7.249
79,7.304
80,7.365
81,7.435
82,7.515
83,7.608
84,7.726
85,7.850
86,7.995
87,8.165
88,8.340
89,8.554
90,8.787
91,9.001
92,9.261
93,9.561
94,9.971
95,10.427
96,10.990
97,11.836
98,13.746
99,26.150
100,3051.027
